@SampleID:marmgCAMI2_short_read_sample_0
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
342949.1	strain	2157|28890|183968|2258|2259|2260|342949|342949.1	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Pyrococcus|Pyrococcus sp. NA2|Pyrococcus sp. NA2 strain	0.171
106589.1	strain	2|1224|28216|80840|119060|106589||106589.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus||Cupriavidus strain	0.028
1427356.1	strain	2|1224|28211|356|45401|81|1427356|1427356.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Hyphomicrobium|Hyphomicrobium nitrativorans|Hyphomicrobium nitrativorans strain	0.541
158327.1	strain	2|1224|1236|135619|224379|158481|158327|158327.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Hahellaceae|Hahella|Hahella chejuensis|Hahella chejuensis strain	0.057
1006.1	strain	2|976|768503|768507|200667|869806|1006|1006.1	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Flammeovirgaceae|Marivirga|Marivirga tractuosa|Marivirga tractuosa strain	0.313
64160.1	strain	2|200783|187857|1485951|558314|64159|64160|64160.1	Bacteria|Aquificae|Aquificae|Desulfurobacteriales|Desulfurobacteriaceae|Desulfurobacterium|Desulfurobacterium thermolithotrophum|Desulfurobacterium thermolithotrophum strain	0.171
1217908.1	strain	2|1224|28211|204455|31989|53945|1217908|1217908.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Octadecabacter|Octadecabacter antarcticus|Octadecabacter antarcticus strain	0.085
208216.1	strain	2|1224|28211|255473|255474|208215|208216|208216.1	Bacteria|Proteobacteria|Alphaproteobacteria|Parvularculales|Parvularculaceae|Parvularcula|Parvularcula bermudensis|Parvularcula bermudensis strain	0.085
1008.1	strain	2|976|1937959|1936988|89374|1007|1008|1008.1	Bacteria|Bacteroidetes|Saprospiria|Saprospirales|Saprospiraceae|Saprospira|Saprospira grandis|Saprospira grandis strain	0.057
1263979.2	strain	2|1224|28211|204441|41295|1263978|1263979|1263979.2	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Candidatus Endolissoclinum|Candidatus Endolissoclinum faulkneri|Candidatus Endolissoclinum faulkneri strain	1.337
1263979.1	strain	2|1224|28211|204441|41295|1263978|1263979|1263979.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Candidatus Endolissoclinum|Candidatus Endolissoclinum faulkneri|Candidatus Endolissoclinum faulkneri strain	2.081
1238.9	strain	2|1224|1236|72273|135616|1237|1238|1238.9	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Piscirickettsia|Piscirickettsia salmonis|Piscirickettsia salmonis strain	0.057
936476.1	strain	2|1224|1236|135619|135620|28253|936476|936476.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Marinomonas|Marinomonas posidonica|Marinomonas posidonica strain	0.939
1124597.1	strain	2|1224|28211|1191478|1191479|162171|1124597|1124597.1	Bacteria|Proteobacteria|Alphaproteobacteria|Magnetococcales|Magnetococcaceae|Magnetococcus|Magnetococcus marinus|Magnetococcus marinus strain	0.455
67572.1	strain	2|1224|1236|135622|267894|67572||67572.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Psychromonadaceae|Psychromonas||Psychromonas strain	0.028
1758689.1	strain	2|201174|1760|85006|85021|265976|1758689|1758689.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Intrasporangiaceae|Serinicoccus|Serinicoccus sp. JLT9|Serinicoccus sp. JLT9 strain	0.028
324767.1	strain	2|1239|91061|1385|186817|1386|324767|324767.1	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus infantis|Bacillus infantis strain	0.114
1790137.1	strain	2|976|117743|200644|49546|1518147|1790137|1790137.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Wenyingzhuangia|Wenyingzhuangia fucanilytica|Wenyingzhuangia fucanilytica strain	0.043
1218.1	strain	2|1117||1890424|1213|1218||1218.1	Bacteria|Cyanobacteria||Synechococcales|Prochloraceae|Prochlorococcus||Prochlorococcus strain	0.171
52133.1	strain	2|1224|1236|72274|468|469|52133|52133.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter venetianus|Acinetobacter venetianus strain	0.028
1038856.1	strain	2|1239|91061|1385|186818|1372|1038856|1038856.1	Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus|Planococcus plakortidis|Planococcus plakortidis strain	0.057
28229.1	strain	2|1224|1236|135622|267889|28228|28229|28229.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Colwelliaceae|Colwellia|Colwellia psychrerythraea|Colwellia psychrerythraea strain	0.313
1238.12	strain	2|1224|1236|72273|135616|1237|1238|1238.12	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Piscirickettsia|Piscirickettsia salmonis|Piscirickettsia salmonis strain	0.085
1238.13	strain	2|1224|1236|72273|135616|1237|1238|1238.13	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Piscirickettsia|Piscirickettsia salmonis|Piscirickettsia salmonis strain	0.028
1238.10	strain	2|1224|1236|72273|135616|1237|1238|1238.10	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Piscirickettsia|Piscirickettsia salmonis|Piscirickettsia salmonis strain	0.114
545619.1	strain	2|201174|1760|85006|85016|665568|545619|545619.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Cellulomonadaceae|Paraoerskovia|Paraoerskovia marina|Paraoerskovia marina strain	0.057
497.2	strain	2|1224|1236|72274|468|497||497.2	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Psychrobacter||Psychrobacter strain	0.057
190893.2	strain	2|1224|1236|135623|641|662|190893|190893.2	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio coralliilyticus|Vibrio coralliilyticus strain	0.597
190893.3	strain	2|1224|1236|135623|641|662|190893|190893.3	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio coralliilyticus|Vibrio coralliilyticus strain	0.028
1348.1	strain	2|1239|91061|186826|1300|1301|1348|1348.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus parauberis|Streptococcus parauberis strain	0.028
1335746.1	strain	2|1224|1236|135613|72276|1335745|1335746|1335746.1	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Spiribacter|Spiribacter salinus|Spiribacter salinus strain	2.902
2234.1	strain	2157|28890|183980|2231|2232|2233|2234|2234.1	Archaea|Euryarchaeota|Archaeoglobi|Archaeoglobales|Archaeoglobaceae|Archaeoglobus|Archaeoglobus fulgidus|Archaeoglobus fulgidus strain	0.028
168697.1	strain	2|201174|1760|85008|28056|168694|168697|168697.1	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Salinispora|Salinispora arenicola|Salinispora arenicola strain	0.043
307121.1	strain	2|201174|1760|85008|28056|1873|307121|307121.1	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Micromonospora|Micromonospora krabiensis|Micromonospora krabiensis strain	0.014
2745.2	strain	2|1224|1236|135619|28256|2745||2745.2	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas||Halomonas strain	0.455
1386.2	strain	2|1239|91061|1385|186817|1386||1386.2	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus||Bacillus strain	0.057
1458307.1	strain	2|1224|28211|204455|31989|53945|1458307|1458307.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Octadecabacter|Octadecabacter temperatus|Octadecabacter temperatus strain	0.028
1397108.1	strain	2|1224|28211|204455|31989|875170|1397108|1397108.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Celeribacter|Celeribacter marinus|Celeribacter marinus strain	0.057
2426.1	strain	2|1224|1236|1706369|1706371|2425|2426|2426.1	Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Teredinibacter|Teredinibacter turnerae|Teredinibacter turnerae strain	0.199
60890.1	strain	2|1224|28211|204455|31989|302485|60890|60890.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Phaeobacter|Phaeobacter gallaeciensis|Phaeobacter gallaeciensis strain	0.199
271098.1	strain	2|1224|1236|135622|267890|22|271098|271098.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella halifaxensis|Shewanella halifaxensis strain	0.256
1821621.1	strain	2|1224|1236|135619|135620|48075|1821621|1821621.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Marinobacterium|Marinobacterium sp. ST58-10|Marinobacterium sp. ST58-10 strain	0.061
286.2	strain	2|1224|1236|72274|135621|286||286.2	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas||Pseudomonas strain	0.085
286.7	strain	2|1224|1236|72274|135621|286||286.7	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas||Pseudomonas strain	0.142
662.9	strain	2|1224|1236|135623|641|662||662.9	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio||Vibrio strain	0.114
192843.1	strain	2|1224|28216|80840|80864|28065|192843|192843.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Rhodoferax|Rhodoferax ferrireducens|Rhodoferax ferrireducens strain	0.114
404011.1	strain	2|1224|1236|135622|267890|22|404011|404011.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella piezotolerans|Shewanella piezotolerans strain	0.142
1505907.1	strain	2157|28890|183968|2258|2259|2263|1505907|1505907.1	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus eurythermalis|Thermococcus eurythermalis strain	0.085
1306787.1	strain	2|1224|1236|135619|224372|59753|1306787|1306787.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax pacificus|Alcanivorax pacificus strain	0.057
1427364.2	strain	2|1224|1236||||1427364|1427364.2	Bacteria|Proteobacteria|Gammaproteobacteria||||Candidatus Thioglobus singularis|Candidatus Thioglobus singularis strain	0.028
326319.1	strain	2|976|117743|200644|49546|326319||326319.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Dokdonia||Dokdonia strain	0.015
70799.1	strain	2|1117||1161|1892259|159191|70799|70799.1	Bacteria|Cyanobacteria||Nostocales|Aphanizomenonaceae|Nodularia|Nodularia spumigena|Nodularia spumigena strain	0.028
1850252.1	strain	2|976|117743|200644|49546|104267|1850252|1850252.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum|Tenacibaculum sp. LPB0136|Tenacibaculum sp. LPB0136 strain	0.057
2434.1	strain	2|1224|28211|204455|31989|2433|2434|2434.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Roseobacter|Roseobacter denitrificans|Roseobacter denitrificans strain	0.114
288.1	strain	2|1224|1236|135622|267888|53246|288|288.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Pseudoalteromonas|Pseudoalteromonas atlantica|Pseudoalteromonas atlantica strain	0.085
492670.1	strain	2|1239|91061|1385|186817|1386|492670|492670.1	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus velezensis|Bacillus velezensis strain	0.028
246432.1	strain	2|1239|91061|1385|90964|1279|246432|246432.1	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus equorum|Staphylococcus equorum strain	0.028
983544.1	strain	2|976|117743|200644|49546|291183|983544|983544.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Lacinutrix|Lacinutrix sp. 5H-3-7-4|Lacinutrix sp. 5H-3-7-4 strain	0.199
502682.1	strain	2|1224|28211|204457|335929|1041|502682|502682.1	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Erythrobacter|Erythrobacter gangjinensis|Erythrobacter gangjinensis strain	0.028
876.1	strain	2|1224|28221|213115|194924|872|876|876.1	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio desulfuricans|Desulfovibrio desulfuricans strain	0.171
46770.1	strain	2157|651137||205948|205957|46769|46770|46770.1	Archaea|Thaumarchaeota||Cenarchaeales|Cenarchaeaceae|Cenarchaeum|Cenarchaeum symbiosum|Cenarchaeum symbiosum strain	0.028
880.1	strain	2|1224|28221|213115|194924|872|880|880.1	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio salexigens|Desulfovibrio salexigens strain	0.057
13773.1	strain	2157|28889|183924|2266|2267|2276|13773|13773.1	Archaea|Crenarchaeota|Thermoprotei|Thermoproteales|Thermoproteaceae|Pyrobaculum|Pyrobaculum aerophilum|Pyrobaculum aerophilum strain	0.057
81032.1	strain	2|1224|28211|204455|69657|85|81032|81032.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Hyphomonadaceae|Hyphomonas|Hyphomonas neptunium|Hyphomonas neptunium strain	0.085
1276.1	strain	2|201174|1760|85006|145357|57499|1276|1276.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Dermacoccaceae|Kytococcus|Kytococcus sedentarius|Kytococcus sedentarius strain	0.313
1906738.1	strain	2|1224|28211|204455|69657|85|1906738|1906738.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Hyphomonadaceae|Hyphomonas|Hyphomonas sp. Mor2|Hyphomonas sp. Mor2 strain	0.085
294.1	strain	2|1224|1236|72274|135621|286|294|294.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas fluorescens|Pseudomonas fluorescens strain	0.028
32003.2	strain	2|1224|28216|32003||||32003.2	Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales||||Nitrosomonadales strain	0.114
